"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Lietuvos valstiečių ir žaliųjų sąjunga","Jonas VILIONIS","Laimutė JANČIUKIENĖ",0.27580694107974
"Partija Tvarka ir teisingumas","Rimvydas VELYKIS","Vaidas PAVILONIS",0.275628916611676
"Lietuvos valstiečių ir žaliųjų sąjunga","Jūratė JOVAIŠIENĖ","Mantas FELNERIS",0.27542651478674
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Darius TUMŠIS","Judita DARGEVIČIENĖ",0.2753911559559
"Partija Tvarka ir teisingumas","Artūras RAZBADAUSKAS","Natalja ISTOMINA",0.275128301315687
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Virginija RADZIŠAUSKIENĖ","Vytautas JUOZAPAITIS",0.274723602529036
"Lietuvos valstiečių ir žaliųjų sąjunga","Vytautas KAZLAUSKAS","Vytautas VĖŽELIS",0.27448648639984
"Lietuvos valstiečių ir žaliųjų sąjunga","Juozas BERTAŠIUS","Rima BAŠKIENĖ",0.274310773179815
"Lietuvos žmonių partija","Indrė JANKAUSKIENĖ","Robertas PRANCKŪNAS",0.27402308549214
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alvydas KIMTYS","Pranas NOREIKA",0.273936037025223
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Dalius BITAITIS","Donatas JANKAUSKAS",0.273897992419504
"Lietuvos Respublikos liberalų sąjūdis","Audrius ENDZINAS","Edvardas VITKAUSKAS",0.273802323621763
"Politinė partija „Sąjunga Taip“","Mindaugas MIZGAITIS","Židrūnas GARŠVA",0.273714519715793
"Politinė partija „Sąjunga Taip“","Regina ŠIMANAUSKIENĖ","Stasys ŽIRGULIS",0.273522583078964
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Gintautas ČIŽAUSKAS","Jonas POVILIONIS",0.273459953985309
"„Drąsos kelias“ politinė partija","Irena VASINAUSKAITĖ","Jurgis ZABILIUS",0.273166968262212
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Pranas JACIUNSKAS","Robertas ŠARKNICKAS",0.272892266198977
"Demokratinė darbo ir vienybės partija","Aivaras GEČAS","Vilma KVIETKAUSKIENĖ",0.272668257091678
"Liberalų ir centro sąjunga","Gediminas JEGELEVIČIUS","Nijolė MAKŠTUTIENĖ",0.272608145209292
"Politinė partija „Sąjunga Taip“","Artūras JACEVIČIUS","Asta LUKOŠIŪNIENĖ",0.272112732402946
"Lietuvos valstiečių ir žaliųjų sąjunga","Gema UMBRASIENĖ","Povilas ŽAGUNIS",0.271956293009209
"Lietuvos valstiečių ir žaliųjų sąjunga","Juozas RAUDONIUS","Teresė JANKAUSKIENĖ",0.271907793632904
"Lietuvos socialdemokratų partija","Darius RAZMISLEVIČIUS","Violeta BOREIKIENĖ",0.271894517628965
"Politinė partija „Sąjunga Taip“","Indrė JAKAITYTĖ","Loreta KLIUKIENĖ",0.271371602494301
"Lietuvos žmonių partija","Joana ŠIMANAUSKIENĖ","Vitoldas MASALSKIS",0.271330591539395
"Lietuvos socialdemokratų partija","Danas PALUCKAS","Darius JASAITIS",0.271260634018972
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Andrius KUBILIUS","Rasa JUKNEVIČIENĖ",0.271086635500149
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Angelija RANCEVIENĖ","Česlovas BANEVIČIUS",0.270999070788733
"Krikščionių partija","Anatolij ŠICHOVCOV","Vytautas JUKNA",0.270955320863459
"Liberalų ir centro sąjunga","Andrej AVDONIN","Vytautas KANEVIČIUS",0.270792604109643
"„Drąsos kelias“ politinė partija","Audrius NAKAS","Rolandas BORAVSKIS",0.27014839027458
"Demokratinė darbo ir vienybės partija","Dalius MICKUS","Rima PAULAUSKAITĖ",0.270014471167477
"Partija Tvarka ir teisingumas","Dalia GRIGALIŪNIENĖ","Viktoras KAZAKEVIČIUS",0.269611644837808
"Lietuvos valstiečių ir žaliųjų sąjunga","Kęstutis MAŽEIKA","Raimonda SUTKAITIENĖ",0.269610985661535
"Partija Tvarka ir teisingumas","Gintaras ŠURKUS","Romualdas JABLONSKIS",0.269105111325902
"Politinė partija „Sąjunga Taip“","Aleksandras BOJAROVAS","Jevgenij GAGARIN",0.268870908713638
"Lietuvos valstiečių ir žaliųjų sąjunga","Jonas VILIONIS","Rita RAMANAUSKIENĖ",0.268688706481961
"Respublikonų partija","Mindaugas KUKCINAVIČIUS","Nerijus VARNAS",0.268640962872491
"„Drąsos kelias“ politinė partija","Antanas BUROKAS","Ryšard MACEIKIANEC",0.268438548413414
"Partija „Jaunoji Lietuva“","Lijana JASKŪNAITĖ","Simona STINSKAITĖ",0.267741627919014
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Mantas URBONAS","Stasys GADEIKIS",0.267676955363721
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Artūras ŽIGAS","Darius TUMŠIS",0.267598811406526
"Emigrantų partija","Natalija STOČKUVIENĖ","Romualdas DANIELIS",0.267051806817823
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Audronė ČEKAUSKIENĖ","Danutė BLAŽYTĖ-BAUŽIENĖ",0.266905966290511
"Demokratinė darbo ir vienybės partija","Irina KSENZOVA","Julija ILJINA",0.266496988751682
"Demokratinė darbo ir vienybės partija","Gintautas SKEIRIS","Laimutė DUDONIENĖ",0.266407595816923
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Evaldas JURKEVIČIUS","Naglis PUTEIKIS",0.266404945610044
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Bernardas ŠATKOVSKIS","Šarūnas LAUŽADIS",0.266154842730695
"Lietuvos valstiečių ir žaliųjų sąjunga","Antanas BEZARAS","Vytautas SLABYS",0.265891434684543
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Audronė VEILENTIENĖ",0.26584587697382
"Liberalų ir centro sąjunga","Iveta SKURVYDIENĖ","Robertas PIEČIA",0.265560259598669
"Demokratinė darbo ir vienybės partija","Gintautas SKEIRIS","Viačeslav JANKELEVIČ",0.265405229670338
"Krikščionių partija","Daiva BUDZINSKAITĖ","Rima KRUPSKYTĖ",0.26529511570957
"Partija Tvarka ir teisingumas","Algirdas ŽANDARAS","Laima ALBINSKIENĖ",0.26506944791054
"Partija Tvarka ir teisingumas","Artūras RAZBADAUSKAS","Lina ŠUKYTĖ",0.264861762154045
"Demokratinė darbo ir vienybės partija","Laima SAKALIENĖ","Renata MACIENĖ",0.264840468823582
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Agneta LADEK","Egidijus VAREIKIS",0.264648623348388
"Politinė partija „Sąjunga Taip“","Jonas PŪKAS","Juozas ANTANAITIS",0.264122557441976
"Liberalų ir centro sąjunga","Antanas NEDZINSKAS","Nijolė MAKŠTUTIENĖ",0.264022084250937
"Lietuvos socialdemokratų partija","Aloyzas KAŽDAILEVIČIUS","Vytautas RINKEVIČIUS",0.263524938532215
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Vytautas KAZLAUSKAS",0.263369701095385
"Lietuvos Respublikos liberalų sąjūdis","Sigitas ŠLIAŽAS","Virgilijus EIDIMTAS",0.263320464360043
"Emigrantų partija","Redas KIMANTAS","Rimantas ŽILIONIS",0.263122238521221
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Nijolė DARGUŽIENĖ","Vytautas TUMĖNAS",0.262808362861167
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Tatjana ŠČIURINA","Vladas TURČINAVIČIUS",0.262691590469028
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alvydas DIRSĖ","Gediminas AKELAITIS",0.262343692537961
"Partija Tvarka ir teisingumas","Kęstas KOMSKIS","Silverijus STATKUS",0.262047333692732
"Lietuvos valstiečių ir žaliųjų sąjunga","Vladas VITAS","Vytautas KAZLAUSKAS",0.261316440044945
"Lietuvos socialdemokratų partija","Faustas LATĖNAS","Petras PAPOVAS",0.261309891366352
"Lietuvos valstiečių ir žaliųjų sąjunga","Nijolė ŠATIENĖ","Vaidotas BUTKEVIČIUS",0.261188367523774
"Politinė partija „Sąjunga Taip“","Donatas VEČERSKIS","Vitalius BESAKIRSKAS",0.261167727300097
"Liberalų ir centro sąjunga","Jonas Edvardas JUODIS","Valdas Petras MIKELIONIS",0.261120451882873
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Egidijus GIEDRAITIS","Jonas BUČINSKAS",0.261096759750882
"Partija Tvarka ir teisingumas","Gedvydas CELIEŠIUS","Rimvydas VELYKIS",0.260931775257977
"Partija Tvarka ir teisingumas","Aušra RUČIENĖ","Vygaudas MOLIS",0.260923108777251
"Emigrantų partija","Gražina MONCEVIČIENĖ","Romualdas DANIELIS",0.260788266255753
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Dijana MEŠKAUSKIENĖ","Paulius SAUDARGAS",0.260742156829511
"Lietuvos socialdemokratų partija","Julius SABATAUSKAS","Vydas BARAVYKAS",0.260632098464711
"Partija Tvarka ir teisingumas","Algimantas ADOMAITIS","Egidijus URNA",0.260618251540754
"Lietuvos valstiečių ir žaliųjų sąjunga","Romas MAJAUSKAS","Viktoras PRANCKIETIS",0.26029831445346
"Lietuvos žmonių partija","Dionizas DIRŽAUSKAS","Remigijus SABALIAUSKAS",0.259851002844125
"Liberalų ir centro sąjunga","Alvydas BANEVIČIUS","Robertas STANIONIS",0.259466196704044
"Politinė partija „Sąjunga Taip“","Aleksandras Vytautas JAKELEVIČIUS","Asta LUKOŠIŪNIENĖ",0.259433740040184
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Naglis PUTEIKIS","Nerijus ČAPAS",0.259189767851978
"Lietuvos žmonių partija","Olga SAVICKAJA","Tadeuš MICHNEVIČ",0.259057144666152
"Liberalų ir centro sąjunga","Kęstutis BILIUS","Žydrūnas GRENCEVIČIUS",0.258958744103408
"Partija Tvarka ir teisingumas","Danas DAMBRAUSKAS","Egidijus URNA",0.258864416541461
"Socialistinis liaudies Frontas","Kęstutis ŠKĖLA","Veronika ŽADEIKIENĖ",0.258681009136268
"Lietuvos Respublikos liberalų sąjūdis","Jonas KUKUKAS","Linas STANKUS",0.258555405997255
"Lietuvos socialdemokratų partija","Vaidotas LINKUS","Violeta GEMBUTIENĖ",0.25842522422817
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Jonas JURGELIŪNAS","Rasa KONTAUTIENĖ",0.258129078038655
"Partija Tvarka ir teisingumas","Silverijus STATKUS","Viktoras KAZAKEVIČIUS",0.258091048170548
"Krikščionių partija","Algirdas MONKEVIČIUS","Vidmantas ŽIEMELIS",0.257943710749557
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Gražina KRAULIENĖ","Stasys GADEIKIS",0.257030861540082
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Stasys BUŠKEVIČIUS",0.256877064304681
"Lietuvos Respublikos liberalų sąjūdis","Daiva KRIKŠTAPONIENĖ","Diana ZVIEDRIENĖ",0.256567168611549
"Lietuvos socialdemokratų partija","Aldona VORIENĖ","Lina BUDREIKAITĖ",0.256246151743285
"Lietuvos valstiečių ir žaliųjų sąjunga","Juozas VARNELIS","Rytis SALADINSKAS",0.255484419624921
"„Drąsos kelias“ politinė partija","Antanas BUROKAS","Jonas ZAJANČKAUSKAS",0.255252424475983
"Demokratinė darbo ir vienybės partija","Laimutė DUDONIENĖ","Ruslan KARAPETROV",0.254916038293562
"Krikščionių partija","Anželika JURAŠŪNIENĖ","Rita ŠEIGIENĖ",0.254659556047331
"Socialistinis liaudies Frontas","Dalė DEMOVIENĖ","Natalja LATYPOVA",0.254587721301426
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Egidijus GIEDRAITIS","Ramūnas ALMINAS",0.254114823512474
"Lietuvos valstiečių ir žaliųjų sąjunga","Laimutė JANČIUKIENĖ","Rita RAMANAUSKIENĖ",0.254101432093651
"Partija Tvarka ir teisingumas","Gedvydas CELIEŠIUS","Rolandas JONIKAITIS",0.254069821683729
"Emigrantų partija","Genė PUŽIENĖ","Romualdas DANIELIS",0.254008784930399
"Lietuvos Respublikos liberalų sąjūdis","Algirdas ARYS","Simonas KAIRYS",0.253867218902142
"Lietuvos socialdemokratų partija","Bronislovas STASIULIS","Laima NAGIENĖ",0.253710477306718
"Partija Tvarka ir teisingumas","Rolandas JONIKAITIS","Vytautas NARUŠIS",0.253654796784102
"Demokratinė darbo ir vienybės partija","Viačeslav GVOZDAS","Vidmantas KURAUSKAS",0.25355343544727
"Demokratinė darbo ir vienybės partija","Danutė RUPLYTĖ","Valentina IVANOVA",0.253302093984709
"Respublikonų partija","Kęstutis NORVILAS","Vilma GALVYDIENĖ",0.253225083757842
"Lietuvos Respublikos liberalų sąjūdis","Ona BALŽEKIENĖ","Rimantas MIKAITIS",0.253213675595541
"Partija Tvarka ir teisingumas","Pranas SASNAUSKAS","Romualdas JABLONSKIS",0.253156343920889
"Demokratinė darbo ir vienybės partija","Jurij AVDEJEV","Mindaugas ZDANEVIČIUS",0.253151721672665
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Petras MUSTEIKIS","Raimondas PANKEVIČIUS",0.252842732042311
"Liberalų ir centro sąjunga","Dovilė NIKIFOROVA","Irena RIČKUVIENĖ",0.252644116896705
"Emigrantų partija","Gediminas NAUČIUS","Rimantas ŽILIONIS",0.252471567663191
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Mindaugas KRENCIUS","Ričardas ŠALKAUSKAS",0.252427891207263
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Arūnas BARBŠYS","Rytas KUPČINSKAS",0.252058053128862
"Lietuvos socialdemokratų partija","Pranas PETROŠIUS","Zigmantas BALČYTIS",0.251945982279872
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Bernardas ŠATKOVSKIS","Juozas LOPETAITIS",0.251772928258542
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Genovaitė LAGINAUSKIENĖ",0.251688323894096
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Aušra MIELEIKIENĖ","Liudas VEDECKIS",0.251524924361879
"Krikščionių partija","Alfonsas MOTUZAS","Tomas ŠIAUDINIS",0.251307332021872
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alvydas MEDALINSKAS","Antanas BURAČAS",0.251166026336664
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Edmundas PUPINIS","Kazys STARKEVIČIUS",0.250716051313885
"Lietuvos valstiečių ir žaliųjų sąjunga","Vladas VITAS","Zita RAMOŠKIENĖ",0.25062655160447
"Politinė partija „Sąjunga Taip“","Aleksandras Vytautas JAKELEVIČIUS","Tadas LABUTIS",0.250477632281652
"Demokratinė darbo ir vienybės partija","Julija ILJINA","Virginija LABANAUSKIENĖ",0.250413190640385
"Lietuvos valstiečių ir žaliųjų sąjunga","Antanas BEZARAS","Martynas RUSTEIKA",0.25037575503737
"Partija Tvarka ir teisingumas","Gintaras ŠURKUS","Paulius PAULIONIS",0.250167094399293
"Lietuvos Respublikos liberalų sąjūdis","Dainius ŽILIUS","Liudas ANDRIKIS",0.250132568462979
"Emigrantų partija","Gediminas NAUČIUS","Virginija ANDRIJEVSKIENĖ",0.24989505113073
"Lietuvos valstiečių ir žaliųjų sąjunga","Arūnas JOKUBAUSKAS","Laimutė JANČIUKIENĖ",0.249808969648983
"Partija Tvarka ir teisingumas","Egidijus URNA","Paulius PAULIONIS",0.249623110461986
"Lietuvos Respublikos liberalų sąjūdis","Gediminas ČEPULIS","Marcijonas URMONAS",0.249164283425777
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Antanas AUGŪNAS","Violeta LINKIENĖ",0.248305193308097
"Lietuvos valstiečių ir žaliųjų sąjunga","Arminas MOCKEVIČIUS","Vytautas VALEVIČIUS",0.248154036986178
"Lietuvos valstiečių ir žaliųjų sąjunga","Bronis ROPĖ","Marijona LUKAŠEVIČIENĖ",0.248098093987446
"Politinė partija „Sąjunga Taip“","Gediminas VASILIAUSKAS","Jevgenij GALIAUTDINOV",0.247988273139271
"Politinė partija „Sąjunga Taip“","Leonas Kęstutis DUNAUSKAS","Nerijus DUNAUSKAS",0.247743405081926
"Lietuvos valstiečių ir žaliųjų sąjunga","Valė MACIJAUSKIENĖ","Vidas KANIŠAUSKAS",0.247572469936033
"Liberalų ir centro sąjunga","Dovilė NIKIFOROVA","Rimantas DABULIS",0.247331852907476
"Demokratinė darbo ir vienybės partija","Birutė JANKAUSKIENĖ","Ingrida VAICIKEVIČIENĖ",0.247295779893502
"Lietuvos Respublikos liberalų sąjūdis","Albertas LAKŠTAUSKAS","Gražina SUKURIENĖ",0.246820940249707
"Liberalų ir centro sąjunga","Linas JANUŠONIS","Vidas BIČKUS",0.246763054471616
"Partija Tvarka ir teisingumas","Laima ALBINSKIENĖ","Paulius PAULIONIS",0.246619987594756
"Partija Tvarka ir teisingumas","Kęstas KOMSKIS","Rimas Antanas RUČYS",0.246494129285637
"Lietuvos Respublikos liberalų sąjūdis","Benjaminas MAŠALAITIS","Jonas Kazys DZIRMEIKA",0.246441041980989
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Artūras ŽIGAS","Arūnas PAKUTINSKAS",0.246378233548678
"Politinė partija „Sąjunga Taip“","Aurimas MILKAUSKAS","Gediminas VASILIAUSKAS",0.246325133410988
"Demokratinė darbo ir vienybės partija","Aivaras GEČAS","Jonas REKEŠIUS",0.246009802113165
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Andrius JANKAUSKAS","Paulius ZYKAS",0.245956054653567
"Krikščionių partija","Aidas ČĖSNA","Aušra TAPARAUSKIENĖ",0.245814759238058
"Lietuvos žmonių partija","Gintarė BITYTĖ","Ilona ČIRVINSKAITĖ",0.245795680798834
"Lietuvos Respublikos liberalų sąjūdis","Gediminas ČEPULIS","Lina ZUPKAITĖ",0.245698398558636
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Jonas BUČINSKAS","Ramūnas ALMINAS",0.245558616878944
"Demokratinė darbo ir vienybės partija","Valentina IVANOVA","Vitalijus BERGAUDAS",0.245386985147
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Dionizas DIRŽAUSKAS",0.245378443677575
"Partija Tvarka ir teisingumas","Laima ALBINSKIENĖ","Svetlana BABUJEVA",0.24473998661197
"Lietuvos žmonių partija","Anatolijus ČUPKOVAS","Vitoldas MASALSKIS",0.24463864278523
"Liberalų ir centro sąjunga","Algis ČAPLIKAS","Raimundas PALAITIS",0.244324101932931
"Partija Tvarka ir teisingumas","Egidijus URNA","Vytautas NARUŠIS",0.244303806303517
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Kęstutis DAINIUS","Vytautas JUOZAPAITIS",0.244294984850939
"Demokratinė darbo ir vienybės partija","Ingrida VAICIKEVIČIENĖ","Irena KERŠULIENĖ",0.244186979787111
"Liberalų ir centro sąjunga","Saulius LIEKIS","Vidmantas PLEČKAITIS",0.244122050020092
"Respublikonų partija","Albina KAVALIAUSKAITĖ","Violeta SEILIUVIENĖ",0.243542804188084
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Agnė BILOTAITĖ","Irena DEGUTIENĖ",0.243464697254714
"„Drąsos kelias“ politinė partija","Julius GIRDVAINIS","Linas PETRONIS",0.243405635222023
"Liberalų ir centro sąjunga","Jonas KIETAVIČIUS","Jonas LIESYS",0.242989882258338
"Politinė partija „Sąjunga Taip“","Antanas Algis JANICKAS","Artūras VAŠKEVIČIUS",0.242865541851466
"Lietuvos Respublikos liberalų sąjūdis","Kęstutis TUBIS","Lukas PAKELTIS",0.242671392278682
"Politinė partija „Sąjunga Taip“","Jevgenij GALIAUTDINOV","Vitalius BESAKIRSKAS",0.242552251215239
"Lietuvos valstiečių ir žaliųjų sąjunga","Arūnas GRUBLIAUSKIS","Vytautas SLABYS",0.242305258765509
"Politinė partija „Sąjunga Taip“","Mečislovas SUBELIS","Saulius ANILIONIS",0.241888461281204
"Lietuvos Respublikos liberalų sąjūdis","Kęstutis MACIONIS","Reda ZAKARAUSKAITĖ",0.241726435180493
"Lietuvos žmonių partija","Gintarė BITYTĖ","Liana GUDAUSKIENĖ",0.241716286811844
"Demokratinė darbo ir vienybės partija","Laima VILEIKIENĖ","Vidmantas KURAUSKAS",0.241530549011204
"Partija Tvarka ir teisingumas","Gintautas LABANAUSKAS","Vygaudas MOLIS",0.241309815847387
